"priority_tier","festival_slug","festival_name","destination_name","state","month_name","approximate_date","full_prompt","negative_prompt","reference_image_url","aspect_ratio","duration_seconds","save_as","status"
"C","krishna-janmashtami-birth-of-krishna","Krishna Janmashtami (Birth of Krishna)","Mathura","uttar pradesh","August","August-September (lunar calendar; 2026: September 4-5)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Ganga + Yamuna plains, ghats (water-and-stone, no figures), mustard fields establishing wide shot — no figures, no signage with text. Location: Mathura, uttar pradesh, India (the host destination of the Krishna Janmashtami (Birth of Krishna) festival — do NOT render the festival itself, only the place at this time of year). Time of day: late morning shaft-light. Atmosphere: monsoon green, valley mist, sun shafts breaking through cloud. Colour palette: lush green + silver mist. Shot type: low ground-level tracking through the foreground. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: August.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mathura.jpg","16:9","6","krishna-janmashtami-birth-of-krishna.mp4","pending"
"C","krishnabai-annual-utsav","Krishnabai Annual Utsav","Mahabaleshwar","maharashtra","March","March–April (Phalguna month, Purnima/full moon)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Mahabaleshwar, maharashtra, India (the host destination of the Krishnabai Annual Utsav festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mahabaleshwar.jpg","16:9","6","krishnabai-annual-utsav.mp4","pending"
"C","kumbhalgarh-festival","Kumbhalgarh Festival","Kumbhalgarh","rajasthan","December","December 1–3","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Thar desert dunes, fort silhouettes, ochre stone establishing wide shot — no figures, no signage with text. Location: Kumbhalgarh, rajasthan, India (the host destination of the Kumbhalgarh Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour + lantern light. Atmosphere: deep winter — frost, low mist, blue hour dominance. Colour palette: deep blue + amber pinpoints. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: December.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kumbhalgarh.jpg","16:9","6","kumbhalgarh-festival.mp4","pending"
"C","leitlangpui-music-festival","Leitlangpui Music Festival","Lunglei","mizoram","November","November 13-15","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: ancient stone amphitheater steps, distant lights, no performers in frame. Location: Lunglei, mizoram, India (the host destination of the Leitlangpui Music Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: early winter — crystalline cold light, cool blue mornings. Colour palette: icy cyan + warm low sun. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: November.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/lunglei.jpg","16:9","6","leitlangpui-music-festival.mp4","pending"
"C","likir-dosmochey-stromochey-festival","Likir Dosmochey (Stromochey) Festival","Likir","ladakh","February","27th-29th day of 12th Tibetan month (mid-February)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: high-altitude desert, ochre ridges, glaciated peaks establishing wide shot — no figures, no signage with text. Location: Likir, ladakh, India (the host destination of the Likir Dosmochey (Stromochey) Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: deep winter at altitude — frozen rivers, snow on ridges, harsh cold light. Colour palette: icy blue + warm low sun pinpoints. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/likir.jpg","16:9","6","likir-dosmochey-stromochey-festival.mp4","pending"
"C","lili-parikrama-green-circumambulation-of-mount-girnar","Lili Parikrama (Green Circumambulation of Mount Girnar)","Mount Girnar","gujarat","November","Kartik Sud Agyaras to Kartik Sud Poonam","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: long mountain road or trail receding into distance, no pilgrims visible. Location: Mount Girnar, gujarat, India (the host destination of the Lili Parikrama (Green Circumambulation of Mount Girnar) festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: early winter — crystalline cold light, cool blue mornings. Colour palette: icy cyan + warm low sun. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: November.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/girnar.jpg","16:9","6","lili-parikrama-green-circumambulation-of-mount-girnar.mp4","pending"
"C","lokrang-festival","Lokrang Festival","Bhopal","madhya pradesh","January","January 26–30 (Republic Day week)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Vindhya plateau, sandstone outcrops, sal forest establishing wide shot — no figures, no signage with text. Location: Bhopal, madhya pradesh, India (the host destination of the Lokrang Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/bhopal.jpg","16:9","6","lokrang-festival.mp4","pending"
"C","lolab-winter-festival","Lolab Winter Festival","Lolab Valley","jammu kashmir","February","February (winter season)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: alpine meadows, deodar forests, lake reflections establishing wide shot — no figures, no signage with text. Location: Lolab Valley, jammu kashmir, India (the host destination of the Lolab Winter Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour. Atmosphere: deep winter in the hills — snow on ridges, frozen streams, low sun raking the slope. Colour palette: icy blue + warm tungsten pinpoints. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/lolab-valley.jpg","16:9","6","lolab-winter-festival.mp4","pending"
"C","losar-tibetan-new-year-halda","Losar (Tibetan New Year / Halda)","Lahaul Valley","himachal pradesh","February","February (lunar calendar)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: monastery exterior wide shot at altitude, empty courtyard, no flags or figures visible, light on stone. Location: Lahaul Valley, himachal pradesh, India (the host destination of the Losar (Tibetan New Year / Halda) festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour. Atmosphere: deep winter in the hills — snow on ridges, frozen streams, low sun raking the slope. Colour palette: icy blue + warm tungsten pinpoints. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/lahaul-valley.jpg","16:9","6","losar-tibetan-new-year-halda.mp4","pending"
"C","luira-phanit","Luira Phanit","Ukhrul","manipur","February","February 15 (Lui-Ngai-Ni, the universal Naga date), also celebrated Jan-Mar depending on village traditions","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Loktak floating phumdis, valley mist, distant ridges establishing wide shot — no figures, no signage with text. Location: Ukhrul, manipur, India (the host destination of the Luira Phanit festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour. Atmosphere: deep winter in the hills — snow on ridges, frozen streams, low sun raking the slope. Colour palette: icy blue + warm tungsten pinpoints. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: February.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ukhrul.jpg","16:9","6","luira-phanit.mp4","pending"
"C","lumbini-festival","Lumbini Festival","Nagarjuna Sagar","andhra pradesh","December","December (3 days, second Friday–Sunday)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Deccan plateau, granite outcrops, dry scrub establishing wide shot — no figures, no signage with text. Location: Nagarjuna Sagar, andhra pradesh, India (the host destination of the Lumbini Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour + lantern light. Atmosphere: deep winter — frost, low mist, blue hour dominance. Colour palette: deep blue + amber pinpoints. Shot type: static establishing with subtle parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: December.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/nagarjuna-sagar.jpg","16:9","6","lumbini-festival.mp4","pending"
"C","maghi-chaturthi","Maghi Chaturthi","Theur","maharashtra","January","","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Theur, maharashtra, India (the host destination of the Maghi Chaturthi festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/theur.jpg","16:9","6","maghi-chaturthi.mp4","pending"
"C","maghi-ganesh-jayanti-lenyadri","Maghi Ganesh Jayanti","Lenyadri","maharashtra","January","January–February (Magh month, full moon day)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Lenyadri, maharashtra, India (the host destination of the Maghi Ganesh Jayanti festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/lenyadri.jpg","16:9","6","maghi-ganesh-jayanti-lenyadri.mp4","pending"
"C","maghi-ganesh-jayanti-mahad-raigad","Maghi Ganesh Jayanti","Mahad (Raigad — Ashtavinayak)","maharashtra","January","January–February (Magh month, full moon day)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Mahad (Raigad — Ashtavinayak), maharashtra, India (the host destination of the Maghi Ganesh Jayanti festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mahad-raigad.jpg","16:9","6","maghi-ganesh-jayanti-mahad-raigad.mp4","pending"
"C","maghi-ganesh-jayanti-morgaon","Maghi Ganesh Jayanti","Morgaon","maharashtra","January","January–February (Magh month, full moon day)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Morgaon, maharashtra, India (the host destination of the Maghi Ganesh Jayanti festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/morgaon.jpg","16:9","6","maghi-ganesh-jayanti-morgaon.mp4","pending"
"C","maghi-ganesh-maghi-chaturthi","Maghi Ganesh (Maghi Chaturthi)","Ozar","maharashtra","January","","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Ozar, maharashtra, India (the host destination of the Maghi Ganesh (Maghi Chaturthi) festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ozar.jpg","16:9","6","maghi-ganesh-maghi-chaturthi.mp4","pending"
"C","maghi-utsav-magha-chaturthi","Maghi Utsav (Magha Chaturthi)","Pali (Raigad)","maharashtra","January","","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Western Ghats plateau, fort silhouettes, monsoon waterfalls establishing wide shot — no figures, no signage with text. Location: Pali (Raigad), maharashtra, India (the host destination of the Maghi Utsav (Magha Chaturthi) festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: static establishing, slight push-in, no figures in frame. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/pali-raigad.jpg","16:9","6","maghi-utsav-magha-chaturthi.mp4","pending"
"C","mahavir-jayanti-kolanupaka","Mahavir Jayanti","Kolanupaka","telangana","April","April (varies)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: boulder-strewn Deccan, baoli stepwells, granite hills establishing wide shot — no figures, no signage with text. Location: Kolanupaka, telangana, India (the host destination of the Mahavir Jayanti festival — do NOT render the festival itself, only the place at this time of year). Time of day: evening golden hour. Atmosphere: pre-monsoon heat, light softening at dusk, dramatic cloud build-up. Colour palette: saturated warm orange. Shot type: static establishing with subtle parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: April.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/kolanupaka.jpg","16:9","6","mahavir-jayanti-kolanupaka.mp4","pending"
"C","mahavir-jayanti-ranakpur","Mahavir Jayanti","Ranakpur Jain Temple","rajasthan","March","March–April (lunar calendar)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Thar desert dunes, fort silhouettes, ochre stone establishing wide shot — no figures, no signage with text. Location: Ranakpur Jain Temple, rajasthan, India (the host destination of the Mahavir Jayanti festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/ranakpur.jpg","16:9","6","mahavir-jayanti-ranakpur.mp4","pending"
"C","mahavir-jayanti-shikharji","Mahavir Jayanti","Shikharji","jharkhand","March","March 31, 2026 (lunar calendar, Chaitra Shukla 13)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Chotanagpur plateau, sal forest, tribal-belt landscapes (empty) establishing wide shot — no figures, no signage with text. Location: Shikharji, jharkhand, India (the host destination of the Mahavir Jayanti festival — do NOT render the festival itself, only the place at this time of year). Time of day: afternoon to dusk. Atmosphere: pre-summer warmth, dust in the air, soft hazy light. Colour palette: warm earth tones, ochre. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: March.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/shikharji.jpg","16:9","6","mahavir-jayanti-shikharji.mp4","pending"
"C","mandala-makaravilakku-pilgrimage-season","Mandala-Makaravilakku Pilgrimage Season","Sabarimala","kerala","November","November–January; Makaravilakku (Makarajyothi lighting) ~January 14","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: long mountain road or trail receding into distance, no pilgrims visible. Location: Sabarimala, kerala, India (the host destination of the Mandala-Makaravilakku Pilgrimage Season festival — do NOT render the festival itself, only the place at this time of year). Time of day: early morning. Atmosphere: early winter — crystalline cold light, cool blue mornings. Colour palette: icy cyan + warm low sun. Shot type: static establishing with subtle water-surface parallax. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: November.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/sabarimala.jpg","16:9","6","mandala-makaravilakku-pilgrimage-season.mp4","pending"
"C","mandu-festival","Mandu Festival","Mandu","madhya pradesh","January","January (typically early-to-mid January)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: Vindhya plateau, sandstone outcrops, sal forest establishing wide shot — no figures, no signage with text. Location: Mandu, madhya pradesh, India (the host destination of the Mandu Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour pre-dawn. Atmosphere: winter clarity, low-angle sun, mist on rivers and lakes. Colour palette: cool blue + warm tungsten contrast. Shot type: slow drone pull-back revealing the wider valley. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: January.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mandu.jpg","16:9","6","mandu-festival.mp4","pending"
"C","mandvi-beach-festival","Mandvi Beach Festival","Mandvi","gujarat","December","December (21st-31st)","Cinematic 16:9 establishing shot, 6-8 seconds. Subject: empty beach at low tide, footprint-free sand, distant horizon, soft surf. Location: Mandvi, gujarat, India (the host destination of the Mandvi Beach Festival festival — do NOT render the festival itself, only the place at this time of year). Time of day: blue hour + lantern light. Atmosphere: deep winter — frost, low mist, blue hour dominance. Colour palette: deep blue + amber pinpoints. Shot type: slow drone push-in along the horizon line. Style: documentary register (BBC/National Geographic feel), naturalistic colour grading, soft contrast, slight film grain. Composition: rule-of-thirds horizon, depth via foreground-midground-distance layering. Reference month: December.","no people, no human figures or silhouettes in foreground, no religious figures, sadhus, priests, monks, no specific religious attire (saffron robes, ceremonial clothing), no ritual objects (deities, idols, palanquins, ceremonial fire close-ups), no temple interiors or sanctum imagery, no signage with readable text, no on-screen graphics or overlays, no synthetic / cartoony rendering, no time-of-day mismatch (respect the requested mood)","https://pub-d8970c901de34c218926ebf4be1ed09a.r2.dev/destinations/mandvi.jpg","16:9","6","mandvi-beach-festival.mp4","pending"
